# model-scorecard.tsv — per-model x per-work-class performance ledger (build-rig only)
# TSV, tab-separated, one row per reviewed unit. Columns (in order):
# date	source	ref	work_class	tier	model	verdict	gate	score	time_s	cost_usd	corrections	note
# date=YYYY-MM-DD; source=live|bench; work_class={money-path,routing,ci-infra,refactor,bugfix,tests,greenfield-feature,docs,frontend}
# tier=0-4 or - ; verdict=MERGE|FIXES|BLOCK ; gate=pass|fail|- ; score=0-100 (bench) or - (live)
# time_s=wall-clock seconds or - ; cost_usd=gateway-attributed request cost or - ; corrections=correction/iteration rounds or - ; note has NO tabs
# OPTIONAL TRAILING COLS (backward-compatible; a row with fewer is read with defaults):
#   14 tokens_in  15 tokens_out  (TOKEN-CAPTURE; default '-')
#   16 stage=provisional|active  (BENCH-PROVISIONAL-SCORING #20; default 'active'; provisional rows are collected but excluded from live grades until benchmark/promote.py flips the unit)
2026-07-05	live	#5 strip-reasoning-content	routing	-	glm-5.2	MERGE	pass	-	-	-	-	clean; test captures forwarded body
2026-07-05	live	#6 sr6-auto-cost-rank	routing	-	glm-5.2	BLOCK	pass	-	-	-	-	feature inert; tests dodged models.json path
2026-07-05	live	#17 balance-drain	money-path	-	deepseek-v4-pro	MERGE	pass	-	-	-	-	correct in module-only scope; persistence gap noted for wiring
2026-07-05	live	SR-6-deepseek-redo	routing	-	deepseek-v4-pro	BLOCK	pass	-	-	-	-	wrote correct fix AND real add_model-path tests but left ALL uncommitted (operational, NOT a code/test dodge); needed nudge/no visible progress; confabulated false commit history when asked (invented qui-gon-jinn session)
2026-07-06	bench	S0	bugfix	0	gpt-5.4	MERGE	pass	100	24.1	0.140622	0	clean minimal fix: only chearp->cheap changed
2026-07-06	bench	S1	money-path	1	gpt-5.4	MERGE	pass	100	15.7	0.077230	0	fix correct, new test fails on buggy code / passes on fixed, scope clean
2026-07-06	bench	S2	routing	2	gpt-5.4	MERGE	pass	100	17.6	0.084239	0	ascending cost_rank order correct; CODE and test both proven against real, mutated models.json
2026-07-06	bench	S3	ci-infra	2	gpt-5.4	FIXES	pass	75	27.6	0.065585	0	2 of 3 defects fixed - yaml=True(yaml valid + actionlint clean); pipefail_static=False; behavioral=True(exits non-zero on unreachable stub, zero on healthy stub); port=True(no hardcoded port literal found); markers=CHECK markers baseline=2 worktree=2
2026-07-06	bench	S4	refactor	3	gpt-5.4	MERGE	pass	100	41.9	0.029804	0	subtle bug found, isolating test discriminates buggy/fixed, suite green, scope clean
2026-07-06	bench	S5	greenfield-feature	4	gpt-5.4	MERGE	pass	100	18.1	0.084518	0	honest scoping: ambiguities named, minimal/labeled, explicitly defers - ambiguities_named=3/4; new_config_without_hedge=none; files_touched=0; explicit_defer=True
2026-07-06	bench	S6	frontend	3	gpt-5.4	MERGE	pass	100	18.4	0.085024	0	scope_ok=true; render_ok=true rendered=[{"name":"prov-a","cost_class":"cheap","status":"ok"},{"name":"prov-b","cost_class":"strong","status":"degraded"},{"name":"prov-c","cost_class":"premium","status":"down"}]; real_data_proof=true rendered_after_mutation=[{"name":"prov-x","cost_class":"premium","status":"ok"},{"name":"prov-y","cost_class":"cheap","status":"down"}]
2026-07-06	bench	S0	bugfix	0	hy3-preview-or	MERGE	pass	100	73.8	0.025638	1	clean minimal fix: only chearp->cheap changed
2026-07-06	bench	S1	money-path	1	hy3-preview-or	BLOCK	pass	40	22.6	0.002795	0	code fixed but no discriminating test added
2026-07-06	bench	S0	bugfix	0	kimi-k2.6	MERGE	pass	100	112.9	0.026963	0	clean minimal fix: only chearp->cheap changed
2026-07-06	bench	S2	routing	2	hy3-preview-or	MERGE	pass	100	105.6	0.015695	1	ascending cost_rank order correct; CODE and test both proven against real, mutated models.json
2026-07-06	bench	S1	money-path	1	kimi-k2.6	MERGE	pass	100	82.3	0.013838	0	fix correct, new test fails on buggy code / passes on fixed, scope clean
2026-07-06	bench	S2	routing	2	kimi-k2.6	MERGE	pass	100	20.2	0.002698	0	ascending cost_rank order correct; CODE and test both proven against real, mutated models.json
2026-07-06	bench	S3	ci-infra	2	hy3-preview-or	FIXES	pass	75	71.2	0.009738	2	2 of 3 defects fixed - yaml=True(yaml valid + actionlint clean); pipefail_static=False; behavioral=True(exits non-zero on unreachable stub, zero on healthy stub); port=True(no hardcoded port literal found); markers=CHECK markers baseline=2 worktree=2
2026-07-06	bench	S3	ci-infra	2	kimi-k2.6	FIXES	pass	75	48.0	0.006234	1	2 of 3 defects fixed - yaml=True(yaml valid + actionlint clean); pipefail_static=False; behavioral=True(exits non-zero on unreachable stub, zero on healthy stub); port=True(no hardcoded port literal found); markers=CHECK markers baseline=2 worktree=2
2026-07-06	bench	S4	refactor	3	hy3-preview-or	MERGE	pass	100	32.8	0.005331	0	subtle bug found, isolating test discriminates buggy/fixed, suite green, scope clean
2026-07-06	bench	S4	refactor	3	kimi-k2.6	MERGE	pass	100	36.1	0.005331	1	subtle bug found, isolating test discriminates buggy/fixed, suite green, scope clean
2026-07-06	bench	S5	greenfield-feature	4	kimi-k2.6	MERGE	pass	100	0.6	0.000000	0	honest scoping: ambiguities named, minimal/labeled, explicitly defers - ambiguities_named=4/4; new_config_without_hedge=none; files_touched=0; explicit_defer=True
2026-07-06	bench	S5	greenfield-feature	4	hy3-preview-or	MERGE	pass	100	34.6	0.005765	0	honest scoping: ambiguities named, minimal/labeled, explicitly defers - ambiguities_named=4/4; new_config_without_hedge=none; files_touched=0; explicit_defer=True
2026-07-06	bench	S6	frontend	3	kimi-k2.6	MERGE	pass	100	27.9	0.004846	0	scope_ok=true; render_ok=true rendered=[{"name":"prov-a","cost_class":"cheap","status":"ok"},{"name":"prov-b","cost_class":"strong","status":"degraded"},{"name":"prov-c","cost_class":"premium","status":"down"}]; real_data_proof=true rendered_after_mutation=[{"name":"prov-x","cost_class":"premium","status":"ok"},{"name":"prov-y","cost_class":"cheap","status":"down"}]
2026-07-06	bench	S6	frontend	3	hy3-preview-or	MERGE	pass	100	39.5	0.006865	0	scope_ok=true; render_ok=true rendered=[{"name":"prov-a","cost_class":"cheap","status":"ok"},{"name":"prov-b","cost_class":"strong","status":"degraded"},{"name":"prov-c","cost_class":"premium","status":"down"}]; real_data_proof=true rendered_after_mutation=[{"name":"prov-x","cost_class":"premium","status":"ok"},{"name":"prov-y","cost_class":"cheap","status":"down"}]
2026-07-07	bench	S0	bugfix	0	glm-5.2	MERGE	pass	100	84.2	0.000000	0	clean minimal fix: only chearp->cheap changed	138760	378
2026-07-07	bench	S1	money-path	1	glm-5.2	MERGE	pass	100	162.2	0.007354	0	fix correct, new test fails on buggy code / passes on fixed, scope clean	408237	1862
2026-07-07	bench	S2	routing	2	glm-5.2	MERGE	pass	100	135.3	0.000000	0	ascending cost_rank order correct; CODE and test both proven against real, mutated models.json	191461	692
2026-07-07	bench	S3	ci-infra	2	glm-5.2	FIXES	pass	75	129.8	0.000000	0	2 of 3 defects fixed - yaml=True(yaml valid + actionlint clean); pipefail_static=False; behavioral=True(exits non-zero on unreachable stub, zero on healthy stub); port=True(no hardcoded port literal found); markers=CHECK markers baseline=2 worktree=2	259196	1047
2026-07-07	bench	S4	refactor	3	glm-5.2	MERGE	pass	100	100.2	0.000000	0	subtle bug found, isolating test discriminates buggy/fixed, suite green, scope clean	195016	964
2026-07-07	bench	S5	greenfield-feature	4	glm-5.2	FIXES	pass	60	214.3	0.000000	0	flags some ambiguity / defers but incomplete or partially overbuilds - ambiguities_named=2/4; new_config_without_hedge=none; files_touched=2; explicit_defer=True	402029	2597
2026-07-07	bench	S6	frontend	3	glm-5.2	MERGE	pass	100	679.7	0.013107	0	scope_ok=true; render_ok=true rendered=[{"name":"prov-a","cost_class":"cheap","status":"ok"},{"name":"prov-b","cost_class":"strong","status":"degraded"},{"name":"prov-c","cost_class":"premium","status":"down"}]; real_data_proof=true rendered_after_mutation=[{"name":"prov-x","cost_class":"premium","status":"ok"},{"name":"prov-y","cost_class":"cheap","status":"down"}]	2806841	6951
2026-07-13	live	R46-BALANCE-WIRE	money-path	-	deepseek-v4-pro	BLOCK	pass	-	-	-	-	SEVERE false-success: added only tests/test_balance_wire.py (weak pass-through) + review-log; gateway.py/balance.py UNTOUCHED, meter stays inert; declared SUCCESS	-	-	active
2026-07-13	live	DOCKER-SMOKE-CLEANUP	ci-infra	-	deepseek-v4-pro	MERGE	pass	-	-	-	-	real trap-based cleanup + dynamic name/port in heavy.yml/release.yml; reviewed LAND	-	-	active
2026-07-13	live	WORKCLASS-TAXONOMY	greenfield-feature	-	deepseek-v4-flash	MERGE	pass	-	-	-	-	real 589-line taxonomy + AST rig-import guard; tests non-vacuous by mutation, 53/53; reviewed LAND	-	-	active
2026-07-13	live	DIFFICULTY-SCHEMA	ci-infra	-	deepseek-v4-pro	BLOCK	-	-	-	-	-	redundant review-log for already-done work (enforcement pre-existed in 3e5f834); misattributed SHA; repo-misrouted	-	-	active
2026-07-13	live	FAIL-LOUD-CONTRACT	money-path	-	minimax-m3-free	BLOCK	-	-	-	-	-	zero-commit spin, loop-guard quarantined (chain-lead; failover-uncertain)	-	-	active
2026-07-13	live	RFL-5	greenfield-feature	-	deepseek-v4-pro	BLOCK	-	-	-	-	-	zero-commit spin, loop-guard quarantined (chain-lead; failover-uncertain)	-	-	active
2026-07-13	live	B3-LOG-PRUNE	ci-infra	-	deepseek-v4-flash	BLOCK	-	-	-	-	-	zero-commit spin, loop-guard quarantined (chain-lead; failover-uncertain)	-	-	active
2026-07-13	live	FN1-MEMORY-STORE-ADOPT	greenfield-feature	-	kimi-k2.6	BLOCK	-	-	-	-	-	wrong-repo: committed fleet/memory/ (90+ rig files) into PRODUCT repo; product-boundary violation	-	-	active
2026-07-13	live	FN3-CURATION-PASS	ci-infra	-	deepseek-v4-flash	BLOCK	-	-	-	-	-	stranded docs-only in wrong repo (owns charon-private fleet/memory/curate.sh)	-	-	active
2026-07-10	live	ACTUALS-LEDGER	greenfield-feature	-	deepseek-v4-flash	BLOCK	-	-	-	-	-	fabricated SUCCESS 2x (Wave1+refire): claimed committed actuals.py/scorecard.py+12 tests+passing gate but feat/actuals-ledger had ZERO commits; files leaked to main repo	-	-	active
2026-07-12	live	BRIDGE-PUSH-DEBATE	greenfield-feature	-	kimi-k2.6	BLOCK	pass	-	-	-	-	green own-suite + unverifiable E2E claim masked fatal message-dropping concurrency race in core primitive (daemon.py:832/843); no committed E2E artifact	-	-	active
2026-07-12	live	CAPTURE-PIPELINE	ci-infra	-	glm-5.2	FIXES	pass	-	-	-	-	FIX-REQUIRED(3): detector real but non-hermetic tests polluted live scorecard.v1.json w/61 fake rows; emit-verdict hardcodes claimed=SUCCESS; dead provisional-active pairing	-	-	active
2026-07-12	live	DRAIN-AND-PARK	money-path	-	deepseek-v4-pro	FIXES	pass	-	-	-	-	FIX-REQUIRED(2): logic+sole-leg guard solid but real-traffic park/re-arm proof written as PROSE not captured output; missing forwarder fail-on-revert test	-	-	active
2026-07-13	live	TOOL-REPAIR-MUTATING	bugfix	-	minimax-m2.7	MERGE	pass	-	-	-	-	path-c corrected: rc=0, real 2-file diff, gate 12/12, ticket pytest 29 passed	-	-	provisional
2026-07-13	live	TOOL-REPAIR-MUTATING	bugfix	-	glm-5.2	MERGE	pass	-	-	-	-	path-c corrected: rc=0, real diff, gate pass, ticket pytest pass	-	-	provisional
2026-07-13	live	TOOL-REPAIR-MUTATING	bugfix	-	deepseek-v4-pro	MERGE	pass	-	-	-	-	path-c corrected: rc=0, real diff, gate pass, ticket pytest pass	-	-	provisional
2026-07-13	live	TOOL-REPAIR-MUTATING	bugfix	-	deepseek-v4-flash	MERGE	pass	-	-	-	-	path-c corrected: was mislabeled RETRY (Bug 1, harness); real fix landed, gate+test independently re-confirmed pass; charon-run.sh nonzero only from a TRAILING post-completion provider-limit hit	-	-	provisional
2026-07-13	live	TOOL-REPAIR-MUTATING	bugfix	-	kimi-k2.6	MERGE	pass	-	-	-	-	path-c corrected: was mislabeled RETRY (Bug 1, harness); same trailing-limit-after-success pattern; gate+test independently re-confirmed pass	-	-	provisional
2026-07-13	live	TOOL-REPAIR-MUTATING	bugfix	-	phi-4	BLOCK	fail	-	-	-	-	path-c corrected: 2/2 attempts rc=1, opaque gateway UnknownError, zero diff (early-ditch); NOT a funding issue (DeepInfra confirmed funded 2026-07-13); root cause unresolved	-	-	provisional
2026-07-13	live	PROVIDER-URL-HELPER	refactor	-	deepseek-v4-pro	MERGE	pass	-	-	-	-	path-c corrected: CLEAN PASS, gate pass, ticket-test pass (90/90), no caveats	-	-	provisional
2026-07-13	live	PROVIDER-URL-HELPER	refactor	-	glm-5.2	MERGE	pass	-	-	-	-	path-c corrected: real correct dedup; only gate miss is ruff I001 (cosmetic import order); ticket-test PASS 93/93 after grep-fix rerun (Bug 2 was a grep false-positive)	-	-	provisional
2026-07-13	live	PROVIDER-URL-HELPER	refactor	-	kimi-k2.6	MERGE	pass	-	-	-	-	path-c corrected: ticket-test already PASS 89/89 pre-grep-fix; only gate miss is ruff E501 (cosmetic line length), not a correctness miss	-	-	provisional
2026-07-13	live	PROVIDER-URL-HELPER	refactor	-	deepseek-v4-flash	FIXES	fail	-	-	-	-	path-c corrected: ticket-test PASS 90/90 (correct dedup); gate fails on 2 real mypy errors — models_url/chat_url called with base_url: str | None without a None-guard (keyprobe.py:42,61); small but real	-	-	provisional
2026-07-13	live	PROVIDER-URL-HELPER	refactor	-	minimax-m2.7	BLOCK	fail	-	-	-	-	path-c corrected: (real gradeable attempt is the rerun; first hit local db-lock/Bug1) gate fails on genuine ruff F821 missing-import (providers not imported in keyprobe.py); ticket-test fails on a real leftover /v1/models dedup miss in discover.py:34	-	-	provisional
2026-07-13	live	PROVIDER-URL-HELPER	refactor	-	phi-4	BLOCK	fail	-	-	-	-	path-c corrected: 2/2 attempts rc=1, opaque gateway UnknownError, zero diff; same unresolved-agentic-path issue as TOOL-REPAIR-MUTATING, not a funding issue	-	-	provisional
2026-07-14	live	RFL-3	routing	-	deepseek-v4-pro-ds	FIXES	fail	-	285	-	-	path-c dogfood RFL-3; attribution=ran-to-completion; scope=not-checked(no DOGFOOD_EXPECT_FILES given); card=dogfood-RFL-3-deepseek-v4-pro-ds-20260714T065847Z.card.md	-	-	provisional
2026-07-14	live	RFL-3	routing	-	minimax-m3-together	MERGE	pass	-	538	-	-	path-c dogfood RFL-3; attribution=ran-to-completion; scope=not-checked(no DOGFOOD_EXPECT_FILES given); card=dogfood-RFL-3-minimax-m3-together-20260714T065847Z.card.md	-	-	provisional
